R,G,B
90,72,96
93,75,101
90,72,98
85,67,93
83,65,91
81,63,87
78,63,86
80,66,89
86,74,98
80,70,95
78,70,94
73,64,91
68,59,88
73,64,95
79,69,103
76,66,100
71,61,95
73,64,95
75,66,97
69,63,91
66,60,86
70,65,88
66,61,83
53,45,69
58,49,76
66,57,86
72,63,94
74,63,95
73,62,96
71,59,95
67,55,91
62,50,86
80,68,104
77,66,100
78,67,99
84,73,103
74,58,84
73,58,81
82,67,90
89,74,97
87,72,95
85,70,93
88,69,91
100,75,94
106,79,94
113,84,102
116,87,105
114,85,103
110,81,99
112,83,103
118,89,109
120,91,111
114,87,106
101,76,97
90,67,87
86,67,86
90,73,91
93,76,95
89,75,92
89,75,88
87,71,84
82,65,81
83,66,84
88,71,90
89,74,95
86,70,96
81,65,92
88,72,99
90,74,101
81,65,92
74,58,85
82,66,93
85,69,95
79,63,89
75,61,87
82,69,97
76,65,95
74,63,93
70,59,89
66,55,87
71,60,92
76,65,97
71,60,92
71,60,92
70,59,89
73,63,90
73,63,88
71,61,85
73,64,85
70,61,80
58,49,70
53,43,70
63,50,80
70,56,89
72,58,91
73,59,94
75,61,96
74,60,95
71,57,92
77,63,98
80,66,101
83,69,102
86,73,103
72,58,83
67,53,76
73,58,81
78,63,86
82,67,90
88,73,96
98,80,102
99,76,94
106,79,96
111,84,101
112,83,101
108,79,97
107,78,96
115,86,106
125,98,117
124,97,116
111,86,105
98,75,95
90,69,88
84,67,85
81,67,84
83,68,87
85,70,89
82,68,85
84,72,86
86,73,90
89,74,93
91,76,97
91,75,101
84,68,95
76,60,89
76,60,89
83,66,98
73,56,88
67,51,80
83,67,96
92,76,103
85,69,96
80,65,94
81,68,98
76,65,97
75,64,96
73,62,94
70,59,91
75,64,96
77,66,98
72,61,91
78,67,97
71,61,88
69,59,84
68,58,82
65,56,77
68,59,78
72,63,80
71,59,79
59,46,72
64,51,81
68,55,85
70,56,89
72,58,91
76,62,97
79,65,100
79,65,100
74,60,95
80,66,99
85,72,102
83,70,98
71,57,82
66,52,75
70,56,79
75,60,83
79,64,87
89,74,97
102,84,106
106,83,103
106,81,100
106,81,100
107,80,99
106,79,98
109,82,101
120,92,114
131,103,125
121,93,115
103,78,99
91,67,89
89,67,88
82,65,84
72,57,76
73,58,79
81,68,88
80,67,85
87,74,94
91,77,100
91,77,102
90,76,102
89,74,103
84,69,100
78,63,96
62,47,80
79,64,97
73,56,90
65,48,80
81,64,96
91,75,104
86,70,99
85,70,101
80,66,99
75,64,98
76,65,99
75,64,98
74,63,95
78,67,99
81,68,98
74,61,89
75,62,88
68,56,80
68,56,78
69,57,77
66,55,72
71,58,75
79,66,83
83,70,88
72,58,83
76,60,89
75,59,88
72,55,87
73,56,90
77,62,95
82,67,100
84,69,102
76,61,94
81,66,99
83,70,100
80,67,95
67,55,79
70,56,79
75,61,84
79,64,87
80,65,88
87,72,95
98,80,102
118,95,115
112,87,106
106,81,100
105,80,99
107,82,101
114,87,106
124,96,118
132,107,128
112,87,108
92,68,90
82,60,81
85,66,86
79,64,83
66,53,73
67,54,74
80,68,88
85,73,95
88,79,100
88,78,102
85,72,98
81,68,96
84,71,101
87,73,106
86,70,106
56,40,76
80,64,100
77,61,97
66,49,83
78,61,95
86,69,101
83,67,96
86,71,102
77,63,98
73,61,97
74,63,97
75,64,98
74,63,95
78,67,97
81,68,96
72,59,85
60,48,72
58,46,68
67,55,75
76,63,81
74,61,78
76,64,78
83,71,85
88,74,91
85,70,93
85,69,96
81,65,92
74,58,87
73,56,88
78,61,95
83,66,100
85,70,103
79,64,97
81,66,97
81,68,96
77,64,90
71,59,83
67,53,76
67,52,75
81,63,87
91,73,97
96,78,102
102,83,105
110,88,109
110,87,107
108,85,105
113,88,109
124,99,120
131,106,127
124,99,121
112,87,109
94,69,91
89,65,89
81,62,84
82,64,86
81,66,87
71,57,80
67,55,77
74,65,86
81,71,95
81,71,96
78,68,93
75,65,92
75,64,94
81,67,100
84,70,105
85,71,107
88,74,110
80,64,101
79,63,100
77,61,97
73,56,90
79,62,96
84,67,99
73,58,91
76,62,98
83,71,107
84,73,107
75,64,98
71,57,90
75,62,92
78,64,90
76,62,87
75,61,84
73,58,79
72,57,76
77,63,80
86,72,87
94,78,91
95,79,92
93,76,92
87,69,93
90,70,98
84,64,92
92,73,103
107,88,118
95,76,108
83,64,96
95,78,110
84,67,99
75,59,88
71,56,85
78,64,90
74,60,85
71,56,79
72,54,78
82,64,88
91,73,97
95,77,101
99,80,102
107,85,106
107,84,104
107,84,104
114,91,111
126,103,123
132,107,129
120,95,117
103,79,101
92,68,92
88,66,89
80,62,84
80,65,86
81,67,90
71,59,81
65,56,77
72,64,87
78,70,94
75,69,95
73,67,93
73,64,93
74,65,96
78,67,101
81,69,105
82,70,106
89,77,113
83,69,105
83,69,105
82,66,102
75,60,93
83,66,100
89,72,104
81,66,99
77,63,99
85,73,109
88,77,111
77,66,98
70,57,87
72,59,87
78,64,89
80,66,89
82,67,88
79,64,83
78,64,81
84,67,83
90,74,87
95,79,92
96,80,91
95,77,93
94,75,97
98,78,105
94,74,101
101,81,109
111,91,119
95,76,106
82,63,93
94,75,105
91,75,104
82,66,93
77,63,89
82,68,93
77,61,87
76,61,84
78,60,84
86,66,91
95,72,98
98,75,101
98,76,99
100,78,99
101,79,100
105,83,104
115,91,113
126,102,124
127,103,127
111,87,111
93,69,93
95,71,97
92,69,95
84,66,90
82,67,90
82,68,93
73,61,85
68,58,82
74,66,89
73,67,93
72,66,94
72,66,94
72,65,96
73,66,99
77,67,102
79,69,104
81,69,107
88,76,114
83,68,107
84,70,106
82,66,103
73,57,93
80,65,98
91,74,106
85,70,103
75,61,96
83,71,107
88,74,109
78,64,97
68,53,82
68,54,80
74,59,82
78,63,84
86,69,88
85,68,86
85,68,84
88,70,84
93,75,89
99,78,93
101,80,95
101,80,97
103,81,104
108,83,112
106,81,110
109,86,115
112,89,118
93,72,103
80,59,90
90,69,100
103,84,114
94,75,103
87,71,97
89,74,97
78,60,86
82,64,88
86,66,91
91,68,94
99,75,101
103,79,105
100,77,103
95,76,98
99,80,100
108,86,107
117,95,116
122,100,123
118,94,118
104,80,104
90,68,91
101,78,104
96,76,101
84,69,92
79,65,88
79,67,91
71,61,85
69,61,84
75,70,93
72,68,93
71,67,94
72,67,97
74,69,99
76,71,103
76,69,103
77,69,106
80,70,107
79,67,105
74,62,98
79,65,101
75,61,96
66,51,84
74,59,90
86,69,101
82,67,98
71,57,92
76,65,99
81,67,100
76,63,93
70,56,82
68,54,79
67,52,73
65,50,69
80,63,81
82,65,81
86,68,82
88,70,84
94,73,88
99,78,93
104,83,98
109,86,106
110,86,110
112,88,114
110,86,112
110,85,114
107,84,112
92,69,98
82,62,90
91,71,99
107,88,116
100,82,108
92,77,100
92,77,98
78,58,85
88,65,91
94,70,96
95,71,97
104,78,105
111,85,112
105,81,107
101,79,102
106,87,109
116,97,119
123,101,124
120,97,123
111,88,114
103,80,106
99,76,102
101,78,106
95,75,102
81,65,91
72,58,83
71,58,84
67,57,82
67,59,83
72,67,90
72,70,94
71,68,95
73,70,99
79,74,106
80,74,108
78,71,105
77,69,106
81,71,108
73,61,97
69,57,93
74,60,96
72,58,93
63,48,81
71,56,87
83,66,98
79,64,95
72,58,91
72,61,93
76,63,93
78,65,93
80,66,91
76,62,85
66,51,70
55,41,58
71,54,70
77,59,73
85,64,79
88,67,82
92,69,87
98,75,93
108,85,103
117,92,113
119,93,118
117,91,118
114,88,115
111,85,114
105,80,109
97,72,102
95,72,101
102,79,108
107,87,115
100,82,108
93,78,101
92,77,98
80,57,85
93,69,95
99,75,101
97,71,98
106,80,107
118,89,117
109,83,110
107,85,108
112,93,115
121,102,124
126,107,129
122,99,125
111,88,114
104,81,107
101,81,106
89,69,96
86,68,94
75,59,85
66,54,78
65,55,80
64,56,80
63,58,81
68,64,87
73,71,95
69,69,95
73,73,101
82,79,108
82,79,110
77,71,105
75,68,102
77,69,106
72,62,97
68,56,92
75,61,96
74,60,93
68,53,84
76,61,90
86,70,99
80,65,94
79,66,96
74,63,93
76,63,91
83,70,96
90,76,99
85,72,92
71,57,74
59,42,58
70,52,66
77,59,73
86,65,80
89,68,83
90,67,85
96,73,91
110,85,106
121,96,118
128,100,125
122,94,119
116,90,117
113,87,114
107,82,111
104,79,108
106,83,112
110,87,116
102,82,109
97,79,105
91,76,99
89,74,95
83,60,88
96,72,98
103,77,104
99,70,98
108,79,107
120,90,118
109,83,110
107,85,108
106,88,110
115,95,120
122,102,127
120,100,125
107,87,112
95,75,102
90,70,97
77,57,84
80,62,88
75,59,86
70,57,83
72,62,87
72,64,88
69,64,87
71,67,92
72,72,98
69,69,95
73,73,101
83,80,109
83,80,111
75,69,103
72,65,99
74,67,101
74,64,99
69,57,93
76,62,97
77,63,96
74,59,90
82,67,96
90,74,103
81,66,95
82,69,99
76,65,95
78,65,93
84,72,96
90,77,97
86,73,91
75,61,78
66,49,65
78,60,74
86,68,80
95,74,89
95,72,88
91,66,85
95,70,91
109,81,104
122,94,117
128,98,124
121,91,117
116,87,115
114,85,113
108,82,111
108,82,111
110,85,114
107,84,112
98,78,105
95,75,102
90,72,96
86,71,92
85,63,86
99,75,99
105,79,104
96,70,95
107,79,104
119,91,116
109,83,108
102,80,101
98,79,99
104,85,107
115,95,120
117,97,122
104,84,111
86,66,94
74,55,83
71,52,80
77,61,90
78,63,92
78,65,93
83,73,98
83,75,99
79,71,95
77,73,96
71,71,95
68,68,94
72,72,98
83,80,109
83,78,108
74,67,100
71,61,95
73,63,98
75,63,99
70,56,91
75,61,94
79,64,95
77,62,91
85,71,97
90,76,102
78,65,91
79,69,96
76,66,93
77,64,90
81,69,91
85,72,92
82,68,85
77,60,76
73,55,69
89,69,81
98,76,89
105,81,97
101,77,93
95,68,87
95,67,89
107,79,101
120,92,114
123,93,117
115,85,109
112,84,109
110,84,111
106,80,107
106,81,110
104,81,109
97,77,104
95,77,103
91,75,101
85,71,94
82,68,91
96,75,90
100,79,94
107,84,102
112,87,108
114,86,108
114,86,109
114,89,110
110,89,104
106,88,102
106,87,106
107,88,110
102,82,109
90,70,98
78,59,91
70,53,87
71,54,88
72,57,90
79,64,97
87,74,104
90,80,107
89,79,104
85,75,99
82,74,97
77,73,98
72,69,96
73,69,96
79,72,103
83,74,105
80,69,103
75,61,96
71,55,91
79,62,98
78,61,95
77,60,92
78,63,92
81,67,93
82,70,94
83,73,97
86,76,100
82,74,97
86,76,100
84,72,94
77,64,84
77,62,81
82,65,83
79,58,75
68,45,61
66,42,56
79,52,67
94,66,81
100,71,89
97,68,86
95,66,86
102,73,93
112,83,103
111,82,104
103,74,96
113,85,108
118,93,115
105,82,108
103,83,110
101,85,111
85,71,97
80,67,93
74,64,89
79,69,94
76,68,92
94,77,87
102,82,94
110,88,101
113,89,105
113,88,107
114,86,108
113,88,107
110,90,102
106,88,100
107,89,105
106,87,107
98,78,105
84,65,95
72,55,89
67,51,87
74,58,95
76,62,98
80,66,101
83,72,102
84,74,101
82,72,97
80,70,94
78,70,93
76,72,95
77,73,98
82,76,104
88,79,108
84,73,105
74,60,93
64,48,84
60,43,79
77,57,92
85,68,100
92,76,105
86,72,98
77,65,89
77,65,89
88,79,100
101,93,114
90,82,105
91,82,103
89,77,97
82,69,87
77,63,80
79,61,77
80,57,73
78,54,70
69,42,57
79,51,66
93,62,78
99,68,84
100,69,87
103,72,90
109,80,98
119,90,110
107,78,98
97,69,91
104,79,100
109,85,107
101,78,104
99,81,107
97,83,109
83,70,96
80,70,97
75,66,93
77,71,97
77,71,97
96,76,87
106,84,97
112,89,105
114,89,108
113,88,107
113,88,109
114,89,108
110,89,104
108,90,104
109,90,109
106,88,110
96,77,105
81,64,96
74,57,91
72,56,92
73,57,94
76,62,98
79,65,100
77,66,98
76,65,95
75,67,91
78,70,93
78,73,95
79,75,98
81,77,102
86,80,108
89,80,109
83,72,104
74,59,92
69,52,88
68,51,87
72,55,89
90,73,107
101,84,116
90,75,104
71,58,84
69,57,81
85,76,97
103,94,115
94,85,106
91,82,103
88,76,96
84,69,88
77,60,78
73,52,69
77,54,70
87,60,77
78,50,65
83,55,70
92,61,79
98,67,85
102,70,91
108,76,97
113,84,104
119,90,112
103,74,96
95,65,89
100,72,97
104,80,106
100,77,105
99,80,108
97,81,108
83,70,98
77,66,96
76,67,96
80,71,98
81,72,99
98,78,89
107,85,98
110,87,103
112,87,106
114,89,108
116,91,112
116,93,113
111,93,109
110,93,109
111,94,113
106,91,114
95,79,106
82,67,98
77,62,95
78,64,100
65,50,89
68,56,94
72,60,96
70,60,94
69,60,89
72,66,92
80,75,98
85,81,104
80,76,101
77,73,98
76,70,98
79,70,99
81,70,102
82,68,101
86,70,106
92,75,111
72,55,89
86,69,101
92,77,106
81,67,93
69,57,81
70,58,82
77,68,89
82,73,94
88,79,100
82,70,90
79,66,84
80,66,83
76,59,75
70,49,66
73,50,66
83,59,75
86,59,74
91,62,80
97,66,84
102,70,91
107,75,96
112,80,103
112,83,105
111,81,105
101,71,97
95,67,92
98,72,99
104,79,108
103,80,109
102,83,113
96,80,109
82,69,99
68,57,87
74,65,94
81,72,99
80,71,98
103,81,94
106,83,99
105,82,98
107,84,102
113,90,110
118,94,116
118,97,116
114,97,115
111,97,114
109,94,115
102,88,113
89,74,103
75,61,94
71,57,92
71,59,95
61,49,87
66,56,93
69,59,94
64,57,90
65,58,89
72,68,95
81,77,104
86,82,107
69,65,90
61,57,82
58,52,80
66,57,86
77,66,98
87,73,106
90,76,111
93,77,113
70,55,88
75,60,93
73,58,89
69,54,83
75,62,88
84,72,96
77,68,89
62,53,74
82,70,90
72,61,78
70,57,75
78,61,79
80,62,78
76,55,70
75,52,68
82,55,72
90,61,79
95,66,84
103,71,92
107,75,98
111,81,105
115,85,111
112,82,108
105,75,103
97,68,98
95,66,96
97,70,101
102,77,109
102,78,110
98,79,111
89,72,104
78,64,97
59,48,80
73,62,92
81,72,99
76,67,94
106,84,97
105,82,98
102,79,97
105,82,102
115,92,112
120,96,118
115,96,116
111,96,115
106,93,111
100,86,109
92,80,104
80,67,95
66,55,87
61,50,84
61,51,86
67,57,94
71,63,100
71,64,98
65,59,93
64,59,91
70,67,96
76,73,102
77,74,101
57,53,78
49,45,70
49,43,71
59,53,81
73,64,95
79,68,100
75,64,98
73,59,94
67,53,86
69,54,85
65,50,79
64,50,76
80,68,92
97,85,109
85,76,97
61,52,71
77,66,83
72,59,76
70,56,73
77,60,76
82,64,78
85,62,78
84,60,76
85,58,75
89,60,78
97,68,88
106,74,97
110,78,102
115,85,111
120,90,118
115,85,113
106,75,106
97,68,99
98,68,102
96,69,102
96,70,105
94,70,104
87,67,102
79,62,96
75,60,93
62,48,81
77,66,96
82,72,99
74,64,89
108,84,98
105,82,98
102,79,97
108,85,105
118,95,115
118,96,117
110,91,111
101,86,107
93,81,103
88,76,100
81,71,96
75,64,94
67,58,89
64,54,88
63,56,90
71,63,100
75,69,107
74,68,104
66,62,95
66,62,95
70,69,100
71,70,101
67,67,95
63,60,87
58,54,79
57,51,79
63,57,85
72,63,94
73,62,94
70,59,93
66,55,89
63,52,84
74,60,93
72,59,89
64,51,79
73,60,86
91,79,103
89,77,99
71,59,79
75,62,79
76,64,78
74,60,75
74,56,72
79,58,73
85,62,78
89,65,81
90,63,80
94,65,85
104,72,93
109,77,100
110,78,102
113,83,111
118,87,118
115,84,115
105,74,106
105,75,109
106,76,112
98,71,106
90,64,101
85,61,97
78,58,95
74,57,93
77,61,97
76,62,95
87,73,106
84,71,101
75,62,88
109,85,101
106,83,101
104,81,99
111,88,108
120,99,118
117,95,116
104,86,108
89,75,98
83,71,95
77,67,92
77,67,94
77,68,97
76,67,98
74,67,100
76,69,103
71,65,101
75,71,106
74,70,105
66,65,99
67,66,98
73,72,104
71,72,102
64,64,92
81,78,105
74,70,95
70,64,92
69,63,91
72,63,94
73,64,95
76,66,100
80,69,103
63,52,84
81,70,100
82,72,99
66,53,79
61,49,73
76,64,88
83,71,93
77,65,85
72,59,76
79,65,80
79,62,78
70,52,68
71,48,64
82,58,74
92,65,82
94,65,83
105,73,94
112,80,103
114,82,106
110,77,104
109,79,107
113,82,113
111,80,112
103,72,106
115,85,121
113,86,121
101,75,112
87,63,99
79,57,93
74,54,91
75,58,94
84,69,102
88,74,107
95,82,112
85,72,100
75,62,88
112,85,102
100,75,94
108,85,103
127,104,124
134,112,133
120,98,121
97,79,101
82,68,91
78,68,92
77,67,92
75,65,92
73,64,93
72,63,94
69,62,95
68,61,95
72,66,100
68,64,99
70,66,101
72,71,105
75,74,106
74,75,106
74,75,106
77,76,107
94,90,117
81,75,101
68,62,90
67,61,89
71,64,95
74,67,98
73,66,99
74,64,98
79,70,101
85,74,106
84,73,103
79,69,96
82,72,97
86,76,100
79,67,89
64,51,71
65,50,69
75,58,76
84,66,82
83,62,79
72,49,67
69,44,63
84,57,76
101,72,92
108,76,99
116,84,107
117,85,109
108,75,102
103,73,101
109,78,109
110,81,112
106,76,110
111,81,117
119,89,125
106,79,114
92,66,103
93,69,105
88,68,103
80,63,97
84,67,101
83,68,101
73,58,89
79,64,93
88,74,100
112,85,102
101,76,95
110,87,107
124,102,123
125,103,124
110,91,113
95,77,99
88,76,98
86,76,100
83,73,98
77,67,92
69,60,87
66,57,86
67,60,91
70,63,96
73,68,100
71,67,100
69,68,100
71,70,102
69,70,101
67,68,99
68,69,100
73,72,103
79,75,102
76,70,96
76,70,98
81,75,103
83,76,107
79,72,103
72,65,98
68,61,94
75,68,99
80,71,100
79,70,97
77,67,92
81,71,95
85,75,99
78,66,88
64,51,71
69,52,71
74,55,74
81,60,79
81,58,76
75,50,69
74,47,66
83,54,74
94,65,85
108,76,99
113,81,104
114,82,106
111,78,105
107,77,105
108,77,108
108,79,110
108,78,112
108,78,112
112,85,118
101,76,108
89,65,99
88,67,100
86,67,99
81,64,96
85,68,100
76,61,92
66,51,80
72,58,84
83,69,94
110,83,102
104,79,100
116,91,112
123,99,121
114,92,113
100,81,103
91,76,99
89,75,100
90,78,102
86,76,100
76,66,91
63,54,81
60,51,80
66,60,88
75,68,99
75,70,100
73,68,100
70,67,98
69,65,98
65,64,96
61,60,92
62,63,94
67,66,97
69,65,92
74,68,94
82,76,104
89,83,111
87,82,112
80,75,105
74,69,101
73,68,100
73,68,98
74,67,98
74,65,94
73,64,91
80,70,95
83,73,97
76,64,86
64,49,72
69,50,72
74,52,73
78,56,77
82,59,79
82,57,78
83,55,77
90,61,81
99,67,88
110,78,101
110,78,102
112,79,106
115,82,109
111,81,109
107,76,107
105,76,107
107,78,109
103,77,106
105,79,108
95,70,100
85,60,90
86,62,94
85,64,97
84,65,97
86,70,99
81,66,95
69,54,83
71,55,82
78,62,88
109,80,100
111,83,105
124,99,120
124,102,123
105,86,106
91,73,95
89,74,97
83,69,92
87,75,99
85,75,99
74,64,88
60,50,75
57,48,75
70,61,88
82,76,104
78,74,101
70,65,95
64,61,90
64,61,92
64,63,94
63,62,94
62,61,93
63,62,93
69,65,92
74,68,94
81,75,103
85,79,107
81,76,106
76,73,102
78,75,106
83,80,111
75,72,101
73,69,96
71,65,91
74,66,90
79,69,93
79,69,93
72,60,82
63,48,71
67,47,72
74,52,75
83,59,83
90,65,87
93,65,88
95,66,88
105,73,96
114,82,103
115,83,106
110,78,101
112,80,104
119,86,113
115,85,111
104,74,102
99,70,100
103,74,104
99,73,100
96,70,95
87,63,89
81,58,84
80,60,87
82,63,91
83,67,94
86,70,97
95,81,107
82,68,94
76,60,86
76,61,84
109,80,100
115,87,109
129,104,125
124,102,123
102,83,105
88,70,94
88,73,96
86,72,95
91,77,100
91,79,101
81,69,93
67,55,79
63,53,78
74,66,90
88,80,104
80,74,100
68,62,90
59,55,82
62,57,87
69,66,95
72,69,100
68,65,96
64,61,90
70,64,92
75,66,93
78,72,100
81,75,103
78,73,103
75,72,101
78,75,106
85,82,113
78,75,104
74,69,99
72,66,94
76,67,94
79,69,94
76,64,88
69,55,78
64,49,72
72,49,77
81,56,85
93,67,96
97,71,98
96,68,93
97,67,91
109,77,100
121,89,112
120,86,110
115,81,105
114,82,106
120,87,114
115,85,111
103,73,101
96,67,95
95,69,96
96,71,93
88,63,84
82,58,80
80,56,80
79,56,82
81,61,86
85,67,93
85,69,96
99,83,110
88,72,98
79,61,87
78,60,84
112,83,103
118,90,112
125,100,121
118,96,117
98,80,102
85,70,93
86,71,94
94,80,103
98,84,107
98,86,108
91,79,101
80,68,90
75,63,87
78,68,92
85,77,100
79,74,97
67,61,87
59,55,80
65,61,88
74,71,98
78,75,104
74,71,102
70,65,95
69,63,91
74,65,92
78,72,100
84,80,107
83,80,109
78,75,104
72,71,102
72,71,102
75,75,103
72,69,96
72,68,93
76,71,94
76,68,91
68,58,82
65,53,75
68,52,78
83,60,89
91,66,96
100,73,104
103,74,104
96,66,94
93,63,89
104,72,96
116,84,107
121,87,111
118,84,108
116,84,108
118,86,110
113,83,107
104,76,101
94,68,93
92,67,89
93,68,87
82,58,74
78,55,73
79,58,77
77,58,78
80,62,84
84,69,92
83,67,93
87,71,97
81,65,91
75,57,81
79,61,85
120,88,109
119,90,112
115,90,112
105,83,106
93,74,96
86,68,92
83,68,91
93,78,99
97,82,103
98,85,105
96,83,103
89,77,97
84,72,94
81,72,93
81,71,95
78,70,93
72,64,88
68,62,88
73,67,95
78,74,101
80,75,105
78,73,105
77,72,102
75,69,97
76,67,94
78,72,100
86,80,108
88,83,113
81,78,107
70,69,100
64,63,94
68,68,96
66,63,92
70,66,93
75,69,95
73,65,89
65,53,77
65,51,74
73,57,83
97,73,105
100,75,107
103,76,109
104,75,106
100,70,98
97,67,93
104,72,96
114,80,105
118,84,108
119,85,109
117,85,108
113,81,105
110,80,104
107,79,102
99,74,96
92,67,88
92,68,84
78,54,68
77,54,70
82,59,75
79,58,77
81,62,82
86,68,90
81,66,89
79,64,87
77,62,85
75,57,81
82,64,88
123,95,118
117,89,112
104,80,104
95,72,98
88,68,95
85,67,93
83,65,91
86,68,92
88,73,94
91,78,98
94,81,101
93,81,101
87,78,99
81,73,94
77,69,90
74,69,91
74,69,91
76,71,94
82,73,100
82,73,100
80,71,100
82,73,102
86,75,105
88,77,107
81,70,100
78,69,98
84,75,104
87,80,111
83,78,108
73,70,99
64,64,92
64,61,90
61,58,85
67,63,88
74,69,92
72,62,87
62,50,74
65,51,74
79,61,87
107,82,112
105,78,109
106,77,108
107,76,107
107,77,103
108,76,100
111,79,102
117,83,107
114,81,102
118,86,107
114,85,105
107,79,101
105,80,101
108,84,106
103,79,101
92,69,89
91,68,84
76,54,67
75,55,67
83,62,77
78,60,76
80,63,81
84,69,88
79,64,83
81,66,87
81,66,87
79,61,85
87,69,93
122,97,126
113,88,118
101,76,108
90,66,98
86,62,96
86,65,98
89,68,99
79,59,86
78,60,86
82,66,92
91,79,103
92,82,106
82,77,99
72,69,90
68,65,86
72,69,90
73,70,91
77,69,92
83,73,98
95,81,107
99,83,110
95,76,104
85,66,96
90,73,105
90,73,105
86,71,102
78,65,95
73,62,92
74,65,94
75,69,97
75,69,97
74,68,96
66,60,86
67,58,85
68,58,83
68,54,80
73,57,84
83,67,93
91,71,96
106,80,107
106,76,102
102,72,98
102,70,94
105,73,96
112,80,101
117,86,104
120,89,107
125,94,112
111,82,100
100,73,90
97,74,92
99,78,97
97,78,97
94,77,96
92,75,93
80,63,79
77,61,74
79,63,76
87,71,84
93,77,90
88,74,87
81,67,82
76,62,77
83,69,86
82,67,86
84,69,90
87,72,95
115,92,121
105,81,113
94,70,104
86,62,96
85,61,97
89,65,101
93,69,103
83,63,91
79,61,87
80,64,90
87,75,99
87,79,102
81,76,98
75,72,93
72,70,91
65,63,84
71,68,89
79,71,94
87,75,99
94,78,104
100,82,108
101,78,106
97,74,103
89,68,101
86,66,101
78,61,93
70,55,86
67,54,84
69,58,88
71,62,89
71,62,89
72,63,90
68,59,86
71,61,86
77,64,90
80,66,92
88,72,99
95,77,103
94,71,99
97,69,94
99,69,93
99,69,93
102,70,93
105,73,94
110,79,97
114,83,101
113,85,100
114,86,101
103,76,93
94,71,87
97,76,93
101,84,102
99,84,103
93,80,98
89,76,94
75,62,79
72,58,73
73,59,74
82,68,81
90,76,89
89,75,88
82,68,81
77,63,78
73,59,74
74,60,77
78,63,82
84,69,92
103,80,109
95,71,103
87,63,97
82,58,92
84,60,94
90,66,102
95,71,105
90,66,98
84,64,92
82,63,91
84,70,96
84,74,99
82,74,98
77,73,96
77,73,96
65,61,84
73,69,92
82,74,98
85,75,100
89,75,101
95,76,104
98,78,106
98,77,108
88,69,101
83,63,98
73,56,88
65,50,81
64,51,81
67,56,86
68,59,86
67,58,85
73,64,91
70,61,88
71,61,86
75,62,88
82,68,94
99,83,110
108,89,117
102,82,109
94,68,95
101,71,97
103,73,97
100,71,93
99,70,92
104,75,95
112,83,103
116,87,107
108,81,100
99,74,93
97,74,92
104,83,102
109,92,110
104,89,108
93,80,100
85,72,92
73,60,80
68,55,73
69,56,74
78,65,82
87,74,91
87,75,89
81,69,83
76,63,80
69,56,73
70,57,74
76,63,81
83,69,92
91,68,97
86,62,94
82,58,90
81,57,91
84,60,94
89,65,101
92,68,102
92,68,100
89,66,95
84,65,93
84,68,95
84,71,97
82,72,97
76,71,94
73,69,92
71,67,90
77,72,95
82,74,98
82,72,97
84,70,96
87,71,98
91,72,100
90,71,101
91,72,104
84,67,101
76,59,91
70,55,86
71,58,88
73,62,92
70,61,88
65,56,83
75,66,93
72,63,90
68,58,83
63,50,76
67,53,79
91,75,102
110,94,121
113,93,121
108,83,112
118,92,119
119,93,118
109,81,104
98,70,93
101,73,95
114,86,108
123,96,115
109,84,103
104,81,101
105,84,103
113,94,114
116,101,120
107,94,114
90,78,100
78,66,88
74,62,84
69,55,78
68,55,75
76,63,83
84,71,89
84,71,89
79,66,84
74,61,78
72,59,76
73,60,78
79,66,86
86,72,95
82,59,88
81,57,89
81,57,89
82,58,92
85,61,95
87,63,97
88,64,98
91,66,98
91,66,98
89,65,97
87,68,98
85,70,99
83,70,98
75,66,93
67,61,87
75,69,95
75,69,95
76,67,94
75,65,92
80,67,95
85,70,99
87,71,100
84,68,97
88,71,103
86,69,103
82,65,99
79,64,97
80,67,97
80,67,97
72,61,91
64,53,83
68,58,85
70,60,87
71,58,86
61,48,76
58,44,70
77,61,88
99,83,110
108,89,117
118,95,124
136,111,140
143,118,147
129,103,130
110,84,109
106,81,103
114,89,111
122,97,119
112,88,110
110,88,109
112,93,113
121,103,125
122,107,130
110,96,121
92,80,104
80,67,93
79,66,92
73,60,88
71,58,84
76,64,88
81,69,91
79,67,89
75,63,83
72,60,80
70,58,78
70,58,78
76,64,84
84,72,94
80,57,86
79,55,87
80,56,88
82,58,90
85,61,95
86,62,96
86,62,96
87,60,93
89,62,95
89,64,96
87,66,97
85,69,98
84,69,98
74,64,91
66,57,84
74,65,92
71,65,91
71,62,89
70,61,88
76,66,93
85,72,100
88,73,102
86,71,102
84,67,101
85,68,102
84,69,102
82,67,100
81,68,98
79,66,96
70,59,89
62,51,81
56,46,73
63,53,80
77,64,92
77,64,92
69,55,81
71,57,83
85,69,96
92,76,103
111,91,119
134,114,142
150,127,156
142,119,147
127,104,130
120,96,120
117,93,117
113,89,111
110,88,109
110,91,113
116,98,120
122,107,130
120,106,131
108,95,121
92,82,107
83,73,100
79,68,100
78,64,97
77,64,94
79,66,94
79,66,92
77,65,89
75,63,85
75,63,85
65,53,73
65,53,73
71,59,81
81,69,91
80,60,88
75,55,83
74,53,84
77,56,87
82,61,92
85,64,95
88,64,96
81,54,89
84,57,92
84,58,93
84,60,94
84,65,97
85,68,100
79,66,96
70,59,89
74,65,94
76,67,96
75,66,95
