R,G,B
134,107,98
134,107,98
133,106,97
133,104,96
133,104,96
136,108,97
138,110,99
137,107,97
135,105,95
135,103,92
134,102,91
132,100,89
132,100,89
133,101,88
133,101,88
132,102,91
132,102,91
131,101,90
131,101,90
132,102,91
134,104,93
135,107,95
137,109,97
127,101,88
127,101,88
127,101,88
128,102,89
127,104,90
129,106,92
130,107,93
131,108,94
131,104,93
130,103,92
130,103,92
130,103,92
132,105,94
134,107,96
136,109,98
138,111,100
132,105,94
133,106,95
133,106,95
131,104,93
129,102,91
127,100,89
128,101,90
129,102,91
131,107,95
132,108,96
134,107,96
132,105,94
131,101,91
129,99,89
131,98,89
131,98,89
133,99,90
134,100,91
134,101,92
135,102,93
133,103,93
132,104,93
132,104,93
132,104,93
129,101,90
128,100,89
128,100,89
128,100,89
129,101,90
130,102,91
135,103,92
135,103,92
136,104,91
137,105,92
140,108,95
142,110,97
143,111,96
142,110,95
140,108,93
138,106,91
135,101,89
136,102,90
137,103,91
137,103,91
135,101,89
135,101,89
136,102,90
137,103,91
141,107,95
139,105,93
137,103,91
134,100,88
133,99,87
134,100,88
137,103,91
139,105,93
140,108,97
135,103,92
134,102,91
140,108,97
144,112,101
142,110,99
139,107,96
139,107,96
138,106,95
137,105,94
138,106,95
139,107,96
142,110,99
142,110,99
141,109,98
139,106,97
139,106,99
141,108,103
142,109,104
142,109,104
139,106,101
136,103,98
133,102,97
133,102,97
135,106,100
135,106,100
135,106,100
135,106,100
133,106,99
133,106,99
133,106,99
133,106,97
136,106,96
135,105,94
134,104,93
133,103,92
134,104,93
135,105,94
137,107,96
138,108,97
137,107,96
137,107,96
137,107,96
138,108,97
139,109,98
140,110,99
142,112,101
142,112,102
139,109,101
138,108,100
137,107,99
136,106,96
136,106,96
135,105,95
134,104,93
133,103,92
133,104,90
134,105,91
135,106,92
135,106,90
134,105,89
134,105,87
135,106,90
136,109,92
134,106,92
132,106,91
132,106,93
134,108,95
135,109,96
135,109,96
133,106,95
130,103,92
131,104,93
132,105,94
133,106,97
134,107,98
133,106,97
132,105,96
131,104,95
130,103,94
134,107,98
134,107,98
133,106,97
132,105,96
132,103,95
133,104,96
137,109,98
140,112,101
138,108,98
136,106,96
135,103,92
132,100,89
131,99,88
131,99,88
132,100,87
133,101,88
132,102,91
132,102,91
132,102,91
133,103,92
134,104,93
136,106,95
137,109,97
139,111,99
129,103,90
129,103,90
128,102,89
128,102,89
127,104,90
129,106,92
131,108,94
132,109,95
131,104,93
131,104,93
131,104,93
132,105,94
134,107,96
138,111,100
141,114,103
143,116,105
136,109,98
137,110,99
137,110,99
135,108,97
132,105,94
130,103,92
130,103,92
129,105,93
131,109,96
131,109,96
132,108,96
133,106,95
132,104,93
131,101,91
132,99,90
132,99,90
135,101,92
135,101,92
135,102,93
136,103,94
137,104,95
135,105,95
134,104,94
133,105,94
128,100,89
128,100,89
128,100,89
128,100,89
129,101,90
131,103,92
133,101,90
132,100,89
135,103,90
137,105,92
140,108,95
141,109,96
140,108,93
136,104,89
133,101,86
131,99,84
129,96,81
133,100,85
138,105,90
140,107,92
139,106,91
137,104,89
136,103,88
136,103,88
141,108,93
141,108,93
140,107,92
141,108,93
142,109,94
143,110,95
143,110,95
143,109,97
141,109,98
135,103,92
134,102,91
139,107,96
143,111,100
141,109,98
139,107,96
139,107,96
138,106,95
137,105,94
137,105,94
138,106,95
140,108,97
141,109,98
140,108,97
139,106,97
136,103,96
139,106,101
142,109,104
142,109,104
141,108,103
140,107,102
138,107,102
138,107,102
133,104,98
133,104,98
134,105,99
135,106,100
135,108,101
136,109,102
137,110,103
137,110,101
139,109,99
137,107,96
135,105,94
134,104,93
135,105,94
137,107,96
140,110,99
142,112,101
137,107,96
136,106,95
136,106,95
136,106,95
137,107,96
138,108,97
139,109,98
140,110,99
137,107,97
137,107,97
136,106,96
135,105,94
133,103,92
132,102,91
132,102,91
132,102,91
134,104,93
136,106,95
137,107,96
136,107,93
135,106,92
134,105,89
135,106,92
136,108,94
133,105,91
132,106,91
132,106,93
134,108,95
136,110,97
135,109,96
132,105,94
130,103,92
131,104,93
132,105,94
134,107,98
135,108,99
136,109,100
135,108,99
133,106,97
132,105,96
134,107,98
134,107,98
133,106,97
132,105,96
132,103,95
133,104,96
137,109,98
140,112,101
138,108,98
136,106,96
135,103,92
132,100,89
131,99,88
131,99,88
132,100,87
133,101,88
132,102,91
133,103,92
133,103,92
134,104,93
136,106,95
137,107,96
138,110,98
139,111,99
134,108,95
133,107,94
132,106,93
132,106,93
129,106,92
129,106,92
129,106,92
129,106,92
129,105,93
129,105,93
130,106,94
131,107,95
134,110,98
137,113,101
140,116,104
142,118,106
135,111,99
136,112,100
136,112,100
134,110,98
131,107,95
129,105,93
129,105,93
130,106,94
132,110,97
131,109,96
132,108,96
134,107,96
134,106,95
134,104,94
134,101,92
132,99,90
136,102,93
136,102,93
137,103,94
137,104,95
138,105,96
135,105,95
135,105,95
135,105,95
128,100,89
128,100,89
128,100,89
129,101,90
130,102,91
131,103,92
128,96,85
128,96,85
135,103,90
138,106,93
140,108,95
139,107,94
136,104,89
132,100,85
128,96,81
127,95,80
127,94,79
132,99,84
138,105,90
142,109,94
141,108,93
139,106,91
137,104,89
136,103,88
142,109,94
141,108,93
142,109,94
144,111,96
146,113,98
147,114,99
146,113,98
144,111,96
141,109,98
137,105,94
136,104,93
140,108,97
141,109,98
139,107,96
138,106,95
140,108,97
138,106,95
137,105,94
136,104,93
137,105,94
139,107,96
140,108,97
139,107,96
137,104,95
135,102,95
137,104,99
139,106,101
140,107,102
140,107,102
140,107,102
139,108,103
140,109,104
131,102,96
132,103,97
133,104,98
135,106,100
136,109,102
138,111,104
139,112,105
140,113,104
139,109,99
137,107,96
135,105,94
133,103,92
134,104,93
136,106,95
139,109,98
142,112,101
136,106,95
136,106,95
135,105,94
135,105,94
135,105,94
136,106,95
136,106,95
137,107,96
135,105,94
136,106,95
136,106,95
134,104,93
132,102,91
130,100,89
131,101,90
132,102,91
137,107,96
139,109,98
139,109,98
138,108,97
136,106,95
135,106,92
136,106,95
136,108,94
134,106,92
132,106,91
132,106,93
134,108,95
135,109,96
135,109,96
133,106,95
130,103,92
133,106,95
134,107,96
136,109,100
138,111,102
138,111,102
138,111,102
137,110,101
136,109,100
134,107,98
134,107,98
134,107,98
133,106,97
133,104,96
133,104,96
136,108,97
138,110,99
137,107,97
135,105,95
135,103,92
134,102,91
132,100,89
132,100,89
133,101,88
133,101,88
133,103,92
133,103,92
134,104,93
135,105,94
136,106,95
137,107,96
137,109,97
137,109,97
136,110,97
136,110,97
136,110,97
135,109,96
131,108,94
129,106,92
127,104,90
126,103,89
127,103,91
128,104,92
129,105,93
131,107,95
133,109,97
135,111,99
136,112,100
137,113,101
132,108,96
133,109,97
133,109,97
132,108,96
129,105,93
128,104,92
128,104,92
129,105,93
133,111,98
132,110,97
132,108,96
133,109,97
137,109,98
136,108,97
135,102,93
133,100,91
136,102,93
136,102,93
137,103,94
138,104,95
138,105,96
138,105,96
135,105,95
135,105,95
130,102,91
129,101,90
129,101,90
129,101,90
130,102,91
131,103,92
130,98,87
132,100,89
137,105,92
139,107,94
141,109,96
140,108,95
135,103,88
131,99,84
129,97,82
129,97,82
128,95,80
132,99,84
138,105,90
141,108,93
141,108,93
140,107,92
140,107,92
140,107,92
145,112,97
142,109,94
140,107,92
140,107,92
143,110,95
144,111,96
144,111,96
142,109,94
141,109,98
138,106,95
139,107,96
141,109,98
139,107,96
136,104,93
137,105,94
141,109,98
140,108,97
138,106,95
136,104,93
136,104,93
137,105,94
138,106,95
137,105,94
136,103,94
134,101,96
135,101,99
136,102,100
136,102,100
135,101,99
136,102,100
136,105,102
138,107,104
133,104,100
133,104,100
135,106,102
136,107,103
137,109,105
138,110,106
139,111,107
140,113,106
135,105,94
133,104,90
131,102,88
130,101,87
130,101,87
132,103,89
134,105,91
136,107,93
137,108,94
136,107,93
135,106,92
135,106,92
135,106,92
135,106,92
135,106,92
136,107,93
134,105,91
136,107,93
137,108,94
135,106,92
132,103,89
131,102,88
132,103,89
134,105,91
137,107,96
138,108,97
138,108,98
136,106,96
134,104,94
132,102,91
132,102,92
132,104,92
135,107,93
132,106,91
132,106,93
133,107,94
134,108,95
135,109,96
133,106,95
131,104,93
132,105,94
133,106,95
134,107,98
136,109,100
137,110,101
137,110,101
137,110,101
137,110,101
134,107,98
135,108,99
136,109,100
135,108,99
134,105,97
133,104,96
134,106,95
136,108,97
135,105,95
135,105,95
136,104,93
136,104,93
135,103,92
135,103,92
134,102,89
134,102,89
133,104,90
134,105,91
135,106,92
136,107,93
136,107,93
136,107,93
135,107,93
135,107,93
134,108,93
135,109,94
136,110,95
136,110,95
132,109,93
129,106,90
125,102,86
123,100,86
123,99,87
125,101,89
127,103,91
129,105,93
131,107,95
131,107,95
130,106,94
129,105,93
130,106,94
132,108,96
132,108,96
131,107,95
129,105,93
128,104,92
129,105,93
130,106,94
133,111,98
132,110,97
133,109,97
134,110,98
139,111,100
138,110,99
137,104,95
133,100,91
135,101,92
136,102,93
137,103,94
138,104,95
137,104,95
137,104,95
135,105,95
135,105,95
131,103,92
131,103,92
130,102,91
130,102,91
130,102,91
131,103,92
133,103,92
138,108,97
138,106,95
141,109,98
143,111,100
141,109,98
136,104,91
132,100,87
132,100,87
133,101,88
131,98,83
133,100,85
137,104,89
139,106,91
140,107,92
140,107,92
142,109,94
144,111,96
148,115,100
143,110,95
137,104,89
135,102,87
137,104,89
140,107,92
140,107,92
140,106,94
141,109,96
140,108,95
141,109,98
142,110,97
138,106,95
134,102,89
136,104,93
142,110,97
140,108,97
138,106,93
136,104,93
136,104,91
137,105,94
137,105,92
136,104,93
135,103,92
134,101,94
135,102,97
134,101,96
133,100,95
131,98,93
132,99,94
132,101,96
135,104,99
136,105,100
135,106,100
137,106,101
137,108,102
138,109,103
138,109,103
139,110,104
139,110,102
131,101,90
130,101,87
128,99,85
126,97,83
126,97,83
128,99,85
129,100,86
131,102,88
137,108,94
137,108,94
136,107,93
135,106,92
135,106,92
135,106,92
135,106,92
136,107,93
134,105,91
136,107,93
138,108,97
137,107,96
133,103,92
132,102,91
134,104,93
136,106,95
134,104,93
134,104,93
134,104,94
132,102,92
131,98,89
127,97,87
129,96,87
128,98,87
135,107,95
133,107,92
133,105,93
132,106,93
135,107,95
134,108,95
134,106,95
132,105,94
130,102,91
129,102,91
131,103,92
131,104,93
133,104,96
133,106,95
135,106,98
135,108,99
135,106,98
135,108,101
138,109,103
137,108,100
135,106,98
133,104,96
133,104,96
134,106,95
134,104,94
134,104,93
137,105,94
137,105,92
137,105,92
136,104,91
135,103,90
135,103,88
136,104,91
134,105,89
137,105,92
136,107,91
136,107,93
136,107,93
135,106,92
134,106,92
132,104,90
132,106,91
135,109,94
136,110,95
132,109,93
129,106,90
124,101,85
121,98,84
120,97,83
122,99,85
125,101,89
128,105,91
128,104,92
127,104,90
124,100,88
123,100,86
131,107,95
133,110,96
134,110,98
135,109,96
133,106,95
132,106,93
133,106,95
133,109,97
134,110,98
133,109,97
135,108,97
137,110,99
140,112,101
140,110,100
137,104,95
133,100,91
135,101,92
136,102,93
137,103,94
138,104,95
137,104,95
137,104,95
134,104,94
134,104,94
132,104,93
132,104,93
131,103,92
130,102,91
130,102,91
130,102,91
132,104,93
130,102,91
134,104,94
135,105,95
135,105,95
134,104,94
133,103,93
132,102,92
134,104,94
136,106,95
138,106,93
138,106,93
137,105,92
135,103,90
132,100,87
132,100,87
134,102,89
136,104,91
140,108,95
139,107,94
136,104,91
132,100,87
129,97,84
131,99,86
137,105,92
143,111,98
142,110,97
141,109,94
139,107,94
138,106,91
137,105,92
138,106,91
139,107,94
140,108,93
136,104,91
136,104,89
137,105,92
137,105,90
137,105,92
136,104,89
135,103,90
134,102,89
135,102,93
136,103,96
136,103,96
135,102,95
133,100,93
134,101,94
138,105,98
142,109,102
139,106,99
136,106,98
136,103,96
133,103,95
134,104,96
136,106,98
139,109,101
140,110,100
136,106,95
134,104,93
131,101,90
129,99,88
128,98,87
128,98,87
129,99,88
130,100,89
134,104,93
138,108,97
142,112,101
141,111,100
137,107,96
133,103,92
132,102,91
132,102,91
131,103,92
133,104,96
137,107,99
138,108,100
138,108,98
136,106,96
135,102,93
133,100,91
132,99,90
135,102,93
135,103,92
132,100,89
127,93,83
125,93,82
129,95,85
133,101,90
135,105,94
136,108,96
137,107,96
132,104,92
133,103,92
135,107,95
136,106,95
133,105,93
133,103,92
131,103,91
130,100,89
129,101,89
132,102,92
132,104,92
133,103,93
131,103,92
136,105,100
136,107,103
138,107,104
139,108,103
139,108,103
137,107,99
136,106,98
135,105,95
135,105,95
137,107,96
135,106,92
131,102,86
130,101,85
134,105,89
135,106,90
135,104,86
135,103,88
135,104,86
136,103,88
133,102,84
132,100,85
130,101,85
132,103,87
133,106,89
131,104,87
131,104,87
131,105,90
131,105,90
130,104,91
128,102,89
124,101,87
122,99,85
119,96,82
124,101,85
129,106,92
129,106,90
126,103,89
125,102,86
131,105,92
135,109,94
140,114,101
138,112,97
134,108,95
131,103,89
131,103,91
132,104,90
135,107,95
137,109,97
136,108,96
137,107,96
137,107,96
136,106,95
136,106,95
138,106,95
138,106,95
138,106,95
136,104,93
135,103,92
133,101,90
131,99,88
131,99,88
133,101,90
135,103,92
134,104,93
133,105,94
132,105,94
131,104,93
130,103,92
130,103,92
130,103,92
130,102,91
127,99,88
131,103,92
132,104,93
134,104,96
134,104,96
133,103,95
134,104,96
136,106,98
140,107,98
137,105,94
137,105,92
136,104,91
134,102,89
131,99,86
132,100,87
134,102,89
137,105,92
137,105,92
138,106,93
137,105,92
135,103,90
132,100,87
133,101,88
137,105,92
140,108,95
143,111,96
142,110,95
140,108,93
138,106,91
138,106,91
138,106,91
139,107,92
140,108,93
137,105,90
137,105,90
137,105,90
137,105,90
136,104,89
136,104,89
136,104,89
135,103,90
136,104,93
137,104,95
137,104,95
135,102,93
133,100,91
133,100,91
137,104,95
141,108,99
137,104,95
136,103,94
136,103,94
135,102,93
135,102,93
136,103,94
138,105,96
138,105,96
136,106,95
135,105,94
133,103,92
132,102,91
131,101,90
131,101,90
131,101,90
131,101,90
135,105,94
138,108,97
141,111,100
140,110,99
138,108,97
135,105,94
135,105,94
135,105,95
134,105,97
135,106,100
138,107,102
139,108,103
139,109,101
136,106,98
135,102,95
133,100,93
130,97,88
133,100,91
136,102,92
134,100,90
130,96,86
129,95,85
132,98,88
135,103,92
135,103,92
135,105,94
135,105,94
131,101,90
132,102,91
135,105,94
136,106,95
133,103,92
134,104,93
132,102,91
131,101,90
131,101,90
132,102,91
133,103,92
133,103,92
133,103,93
135,104,101
136,105,103
137,106,103
138,107,104
138,107,102
138,107,102
137,107,99
136,106,96
136,106,96
138,108,97
136,107,93
132,103,87
131,102,86
135,106,88
136,107,89
134,105,87
136,103,86
136,103,86
135,102,85
134,101,84
132,101,83
133,102,84
132,103,87
134,105,89
127,100,83
128,101,84
130,104,89
132,106,91
133,107,94
134,108,95
131,108,94
131,108,94
123,100,84
127,104,88
130,107,91
130,107,91
127,104,88
127,104,88
133,107,92
137,111,96
139,113,98
136,110,95
134,106,92
131,103,89
132,103,89
134,105,91
137,108,94
139,110,96
141,109,98
140,108,97
138,106,95
136,104,93
134,102,91
133,101,90
133,101,90
133,101,90
137,105,94
135,103,92
133,101,90
132,100,89
132,100,89
133,101,90
135,103,92
135,105,94
134,106,95
132,105,94
132,105,94
131,104,93
132,105,94
132,105,94
130,100,90
126,96,86
126,96,86
128,98,88
133,100,93
133,100,93
134,101,94
135,102,95
137,104,97
139,106,97
137,105,94
136,104,93
134,102,91
132,100,89
130,98,87
131,99,88
135,103,92
138,106,95
138,106,95
139,107,96
140,108,97
140,108,97
138,106,95
138,106,95
139,107,96
140,108,95
143,111,96
142,110,95
140,108,93
138,106,91
137,105,90
137,105,90
138,106,91
138,106,91
139,107,92
139,107,92
138,106,91
137,105,90
136,104,89
137,105,90
137,105,90
137,105,92
137,105,94
138,105,96
137,104,95
135,102,93
133,100,91
134,101,92
136,103,94
138,105,96
136,103,94
137,104,95
137,104,95
137,104,95
137,104,95
136,103,94
135,102,93
135,102,93
135,105,94
135,105,94
135,105,94
135,105,94
134,104,93
133,103,92
132,102,91
132,102,91
135,105,94
136,106,95
138,108,97
138,108,97
137,107,96
137,107,96
138,108,97
140,110,100
137,108,100
138,109,103
140,110,102
141,111,103
140,110,102
137,107,99
136,103,94
134,101,92
129,96,87
132,99,90
136,102,92
136,102,92
133,99,89
132,98,88
134,100,90
136,104,93
132,100,89
133,103,92
133,103,92
130,100,89
131,101,90
135,105,94
136,106,95
134,104,93
134,104,93
134,104,93
133,103,92
132,102,91
132,102,91
133,103,92
133,103,92
134,104,94
134,103,100
135,104,102
136,105,102
137,106,103
138,107,102
138,107,102
138,108,100
137,107,97
137,107,97
139,109,98
137,108,94
133,104,88
133,104,88
136,107,91
137,108,90
135,106,88
136,103,86
136,103,86
135,102,85
134,101,84
134,102,87
134,102,87
133,104,88
133,104,88
128,100,86
129,101,87
131,105,90
134,108,93
136,110,97
137,111,98
135,112,98
135,112,98
127,104,90
129,106,92
131,108,94
130,107,93
130,104,91
131,105,92
135,109,96
139,113,100
139,111,99
136,108,96
134,106,94
131,103,91
132,102,91
134,104,93
137,107,96
138,108,97
140,108,97
138,106,95
135,103,92
133,101,90
131,99,88
131,99,88
132,100,89
133,101,90
139,107,96
137,105,94
135,103,92
134,102,91
134,102,91
135,103,92
137,105,94
137,107,96
134,106,95
133,106,95
132,105,94
132,105,94
133,106,95
134,107,96
131,101,91
128,98,88
122,92,82
126,93,84
129,96,89
131,98,91
132,97,91
133,98,92
135,100,94
137,103,94
135,102,93
134,102,91
133,101,90
130,98,87
129,97,86
131,99,88
136,104,93
139,107,96
141,109,98
142,110,99
142,110,99
142,110,99
141,109,98
142,110,99
143,111,100
144,112,101
142,110,97
141,109,94
139,107,92
137,105,90
136,104,89
135,103,88
136,104,89
136,104,89
140,108,93
140,108,93
138,106,91
137,105,90
137,105,90
137,105,90
138,106,91
138,106,93
138,106,95
138,105,96
137,104,95
135,102,93
134,101,92
134,101,92
135,102,93
136,103,94
136,103,94
137,104,95
139,106,97
139,106,97
139,106,97
137,104,95
135,102,93
133,100,91
133,103,92
134,104,93
136,106,95
137,107,96
136,106,95
135,105,94
133,103,92
132,102,91
134,104,93
134,104,93
134,104,93
134,104,93
135,105,94
137,107,96
139,109,98
141,111,101
138,109,101
139,110,104
141,111,103
141,111,103
140,110,102
138,108,100
137,104,95
136,103,94
130,97,88
133,100,91
137,103,93
138,104,94
136,102,92
134,100,90
134,100,90
134,102,91
132,100,89
133,103,92
133,103,92
130,100,89
132,102,91
136,106,95
137,107,96
135,105,94
135,105,94
136,106,95
135,105,94
134,104,93
133,103,92
133,103,92
134,104,93
135,105,95
133,102,99
134,103,100
135,104,101
136,105,102
137,106,101
138,107,102
138,108,100
139,109,99
138,108,97
140,110,99
138,109,95
134,105,91
134,105,89
137,108,92
138,109,91
136,107,89
135,104,86
135,102,85
134,101,84
135,102,85
135,103,88
136,104,89
134,105,89
133,104,88
133,105,91
134,106,92
135,109,94
136,110,95
136,110,97
135,109,96
132,109,95
131,108,94
129,106,92
130,107,93
130,107,93
129,106,92
130,104,91
131,105,92
136,110,97
139,113,100
139,111,99
137,109,97
134,106,94
132,104,92
132,102,91
133,103,92
134,104,93
136,106,95
137,105,94
135,103,92
132,100,89
131,99,88
131,99,88
133,101,90
136,104,93
138,106,95
141,109,98
140,108,97
138,106,95
136,104,93
136,104,93
138,106,95
140,108,97
139,109,98
133,105,94
132,105,94
132,105,94
132,105,94
133,106,95
135,108,97
134,101,92
133,100,91
126,93,84
130,96,87
132,97,91
133,98,92
135,98,92
135,98,92
135,98,92
135,101,92
131,98,89
132,100,89
131,99,88
130,98,87
129,97,86
132,100,89
136,104,93
140,108,97
143,111,100
141,109,98
138,106,95
137,105,94
139,107,96
141,109,98
143,111,100
144,112,101
140,108,95
139,107,94
137,105,92
135,103,90
134,102,89
134,102,89
135,103,90
135,103,90
140,108,95
139,107,94
139,107,94
138,106,93
137,105,92
137,105,92
138,106,93
138,106,93
138,106,95
137,104,95
136,103,94
136,103,94
135,102,93
135,102,93
135,102,93
134,101,92
134,101,92
135,102,93
137,104,95
138,105,96
138,105,96
135,102,93
133,100,91
131,98,89
130,100,89
132,102,91
135,105,94
136,106,95
137,107,96
135,105,94
133,103,92
131,101,90
133,103,92
132,102,91
131,101,90
131,101,90
133,103,92
135,105,94
138,108,97
139,109,99
138,109,101
139,110,102
140,110,102
140,110,102
139,109,101
137,107,99
138,105,96
136,103,94
134,102,91
136,104,93
138,104,94
138,104,94
136,102,90
134,100,88
133,99,87
131,99,86
133,101,90
134,104,93
134,104,93
132,102,91
133,103,92
137,107,96
139,109,98
137,107,96
136,106,95
137,107,96
138,108,97
136,106,95
133,103,92
133,103,92
134,104,93
137,107,97
133,102,97
134,103,100
134,103,100
135,104,99
136,105,100
137,106,101
138,108,100
139,109,99
139,109,98
140,110,99
139,110,96
134,105,91
134,105,89
138,109,93
139,110,94
136,107,91
135,104,86
134,103,85
133,101,86
134,102,87
137,105,90
138,106,91
135,106,92
133,104,90
135,107,93
136,108,94
137,109,97
137,109,97
135,109,96
133,107,94
131,105,92
130,104,91
129,106,92
129,106,92
130,104,91
129,103,90
129,103,90
131,105,92
135,107,95
138,110,98
141,113,101
139,111,99
137,107,96
134,104,93
132,102,91
131,101,90
132,102,91
132,102,91
138,106,95
136,104,93
133,101,90
132,100,89
132,100,89
135,103,92
138,106,95
140,108,97
143,111,100
141,109,98
139,107,96
138,106,95
138,106,95
139,107,96
141,109,98
141,111,100
132,104,93
132,104,93
132,104,93
132,104,93
133,105,94
135,107,96
134,101,92
136,102,93
134,100,91
136,102,93
140,103,97
140,103,97
137,100,94
135,98,92
134,97,91
134,97,91
129,95,86
129,97,86
130,98,87
130,98,87
131,99,88
132,100,89
136,104,93
139,107,96
139,107,96
136,104,93
133,101,90
132,100,89
135,103,92
138,106,95
140,108,97
141,109,98
138,106,93
137,105,92
136,104,91
134,102,89
134,102,89
135,103,90
136,104,91
136,104,91
137,105,92
138,106,93
138,106,93
139,107,94
138,106,93
137,105,92
136,104,91
135,103,90
138,105,96
136,103,94
135,102,93
135,102,93
137,104,95
137,104,95
136,103,94
134,101,92
131,98,89
132,99,90
134,101,92
135,102,93
135,102,93
133,100,91
131,98,89
130,97,88
130,100,89
132,102,91
134,104,93
136,106,95
137,107,96
136,106,95
134,104,93
133,103,92
134,104,93
132,102,91
130,100,89
130,100,89
132,102,91
134,104,93
135,105,94
134,104,93
135,106,98
136,107,99
137,107,99
137,107,99
137,107,99
136,106,96
137,104,95
137,104,95
137,105,94
137,105,94
137,103,93
136,102,92
135,101,89
133,99,87
132,98,86
130,98,85
135,103,92
136,106,95
135,105,94
133,103,92
133,103,92
137,107,96
138,108,97
136,106,95
137,107,96
139,109,98
140,110,99
138,108,97
134,104,93
133,103,92
135,105,94
138,108,98
135,104,99
134,103,100
134,103,98
134,103,98
135,104,99
136,106,98
137,107,97
138,108,98
138,108,97
140,110,99
138,109,95
134,105,91
134,105,91
137,108,92
138,109,93
136,107,91
135,103,88
133,102,84
132,100,85
135,103,88
138,106,91
140,108,93
135,106,92
132,103,89
132,104,90
133,105,91
135,107,95
136,108,96
135,109,96
135,109,96
133,107,94
133,107,94
130,104,91
128,105,91
129,103,90
129,103,90
129,103,90
130,104,91
133,105,93
134,106,94
140,112,100
138,110,98
137,107,96
134,104,93
132,102,91
131,101,90
131,101,90
131,101,90
141,109,98
140,108,97
137,105,94
135,103,92
134,102,91
135,103,92
136,104,93
137,105,94
141,109,98
140,108,97
138,106,95
136,104,93
136,104,93
138,106,95
140,108,97
139,109,98
134,104,94
132,104,93
132,104,93
132,104,93
133,105,94
134,106,95
135,101,92
137,100,92
141,104,96
142,105,97
144,105,100
142,103,98
137,98,93
132,93,88
129,90,85
127,90,84
125,91,82
126,93,84
130,97,88
131,98,89
132,99,90
133,100,91
136,103,94
138,105,96
136,103,94
134,101,92
132,99,90
133,100,91
137,104,95
139,106,97
138,105,96
137,105,94
138,106,93
137,105,92
136,104,91
136,104,91
136,104,91
137,105,92
139,107,94
140,108,95
135,103,90
136,104,91
138,106,93
140,108,95
139,107,94
137,105,92
134,102,89
133,101,88
137,104,95
135,102,93
134,101,92
135,102,93
138,105,96
139,106,97
137,104,95
134,101,92
132,99,90
133,100,91
134,101,92
136,103,94
136,103,94
135,102,93
134,101,92
133,100,91
132,102,91
133,103,92
135,105,94
137,107,96
137,107,96
138,108,97
137,107,96
136,106,95
137,107,96
134,104,93
131,101,90
131,101,90
133,103,92
134,104,93
133,103,92
131,101,90
132,103,95
132,103,95
134,104,94
134,104,94
135,105,95
135,105,95
137,104,95
137,105,94
136,104,93
135,103,92
134,100,88
134,100,88
134,100,88
134,100,88
134,100,88
132,100,87
135,103,92
136,106,95
135,105,94
132,102,91
132,102,91
136,106,95
136,106,95
134,104,93
138,108,97
141,111,100
142,112,101
139,109,98
134,104,93
133,103,92
135,105,94
139,109,99
136,106,98
135,104,99
134,103,98
134,103,98
134,104,96
135,105,97
136,106,96
137,107,97
138,108,97
139,109,98
138,108,97
133,104,90
133,104,90
137,108,94
138,109,95
135,106,90
133,104,88
131,102,86
130,101,85
133,104,88
138,109,95
139,110,96
136,107,93
132,103,89
132,102,91
133,103,92
134,106,94
136,108,96
137,109,98
137,109,98
137,109,98
135,108,97
130,103,92
129,102,91
129,102,91
130,103,92
132,104,93
132,104,93
132,104,93
132,104,93
137,107,97
136,106,96
135,105,95
133,103,93
135,102,93
135,102,93
135,102,93
135,102,93
139,107,96
139,107,96
137,105,94
136,104,93
135,103,92
135,103,92
136,104,93
136,104,93
137,105,94
136,104,93
134,102,91
132,100,89
132,100,89
134,102,91
136,104,93
135,105,94
136,106,96
135,107,96
134,106,95
134,106,95
134,106,95
135,107,96
136,99,91
135,98,90
141,104,96
142,105,97
143,104,99
139,100,95
133,94,89
127,88,83
123,84,79
120,83,77
123,89,80
125,92,83
129,96,87
132,99,90
133,100,91
134,101,92
135,102,93
137,104,95
135,102,93
134,101,92
135,102,93
138,105,96
142,109,100
143,110,101
140,107,98
136,103,94
139,107,96
138,106,93
137,105,92
137,105,92
138,106,93
140,108,95
141,109,96
143,111,98
133,101,88
135,103,90
138,106,93
140,108,95
140,108,95
137,105,92
133,101,88
131,99,88
136,103,94
134,101,92
133,100,91
135,102,93
138,105,96
140,107,98
138,105,96
135,102,93
136,103,94
137,104,95
138,105,96
139,106,97
139,106,97
139,106,97
139,106,97
139,106,97
134,104,93
134,104,93
136,106,95
137,107,96
138,108,97
139,109,98
139,109,98
139,109,98
139,109,98
136,106,95
133,103,92
133,103,92
135,105,94
135,105,94
132,102,91
129,99,88
130,102,91
130,101,93
132,102,92
132,102,92
133,103,93
134,104,94
136,104,93
137,105,94
135,103,92
133,101,90
132,98,86
131,97,85
133,99,87
135,101,89
135,101,89
135,103,90
135,103,92
135,105,94
134,104,93
131,101,90
131,101,90
134,104,93
134,104,93
132,102,91
138,108,97
141,111,100
143,113,102
140,110,99
135,105,94
133,103,92
136,106,95
140,110,100
137,107,99
136,105,100
135,104,99
133,103,95
133,103,95
134,104,96
135,105,95
136,106,96
137,107,96
139,109,98
137,107,96
133,103,92
133,104,90
136,107,93
137,108,94
135,106,92
133,104,90
131,102,86
130,101,85
133,104,88
138,109,95
140,111,97
136,107,93
132,103,89
134,104,93
135,105,94
136,108,96
137,109,97
138,110,99
137,109,98
136,108,97
135,107,96
131,103,92
130,103,92
130,103,92
131,104,93
133,105,94
134,106,95
132,104,93
131,103,92
133,103,93
133,103,93
133,103,93
133,103,93
135,102,93
